seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr7	73537325	73538869	1545	*	Promoter (<=1kb)	7	73507860	73537621	29762	2	ENSMUSG00000078671.11	ENSMUST00000172704.5	0
chr7	73552538	73553082	545	*	Intron (ENSMUST00000206776.1/ENSMUSG00000108563.1, intron 3 of 3)	7	73539801	73558395	18595	2	ENSMUSG00000101970.8	ENSMUST00000184587.4	5313
chr7	73556616	73559387	2772	*	Promoter (<=1kb)	7	73539801	73558395	18595	2	ENSMUSG00000101970.8	ENSMUST00000184587.4	0
chr7	73607108	73607335	228	*	Promoter (1-2kb)	7	73608948	73614625	5678	1	ENSMUSG00000108724.1	ENSMUST00000206025.1	-1613
chr7	73636694	73638569	1876	*	Exon (ENSMUST00000206950.1/ENSMUSG00000108311.1, exon 2 of 2)	7	73630617	73638088	7472	1	ENSMUSG00000108311.1	ENSMUST00000206950.1	6077
chr7	75208879	75210339	1461	*	Intron (ENSMUST00000165175.7/ENSMUSG00000053025.13, intron 1 of 12)	7	75114894	75309262	194369	2	ENSMUSG00000053025.13	ENSMUST00000165175.7	98923
chr7	78498674	78498868	195	*	Intron (ENSMUST00000039431.13/ENSMUSG00000059146.12, intron 3 of 16)	7	78175959	78578408	402450	2	ENSMUSG00000059146.12	ENSMUST00000039431.13	79540
chr7	78575848	78576010	163	*	Promoter (2-3kb)	7	78175959	78578408	402450	2	ENSMUSG00000059146.12	ENSMUST00000039431.13	2398
chr7	79499653	79501016	1364	*	Promoter (<=1kb)	7	79500026	79531303	31278	1	ENSMUSG00000097023.8	ENSMUST00000182495.1	0
chr7	79505133	79505295	163	*	Promoter (<=1kb)	7	79505264	79505353	90	1	ENSMUSG00000093238.1	ENSMUST00000175497.1	0
chr7	79517440	79517589	150	*	Exon (ENSMUST00000195696.1/ENSMUSG00000103831.1, exon 1 of 1)	7	79500026	79531303	31278	1	ENSMUSG00000097023.8	ENSMUST00000182495.1	17414
chr7	80026368	80026557	190	*	Promoter (<=1kb)	7	80026387	80086846	60460	1	ENSMUSG00000048897.15	ENSMUST00000206039.1	0
chr7	80339833	80340232	400	*	Promoter (<=1kb)	7	80325295	80340219	14925	2	ENSMUSG00000030533.16	ENSMUST00000032748.14	0
chr7	80773982	80774958	977	*	Intron (ENSMUST00000167377.2/ENSMUSG00000030536.10, intron 2 of 37)	7	80711583	80803416	91834	2	ENSMUSG00000030536.10	ENSMUST00000167377.2	28458
chr7	81262086	81262345	260	*	Intron (ENSMUST00000026672.7/ENSMUSG00000025584.17, intron 1 of 21)	7	81213596	81334533	120938	1	ENSMUSG00000025584.17	ENSMUST00000026672.7	48490
chr7	81343958	81344140	183	*	Promoter (<=1kb)	7	81342732	81344531	1800	2	ENSMUSG00000061787.15	ENSMUST00000130487.7	391
chr7	81932933	81933124	192	*	Promoter (1-2kb)	7	81881251	81934473	53223	2	ENSMUSG00000025104.13	ENSMUST00000107305.7	1349
chr7	84332534	84334033	1500	*	Intron (ENSMUST00000085077.4/ENSMUSG00000015709.9, intron 5 of 18)	7	84246278	84410119	163842	2	ENSMUSG00000015709.9	ENSMUST00000085077.4	76086
chr7	87662184	87662349	166	*	Intron (ENSMUST00000208791.1/ENSMUSG00000049583.15, intron 3 of 3)	7	87584168	87805180	221013	1	ENSMUSG00000049583.15	ENSMUST00000208791.1	78016
chr7	89267349	89268056	708	*	Intron (ENSMUST00000041968.10/ENSMUSG00000039428.11, intron 4 of 14)	7	89139714	89338787	199074	2	ENSMUSG00000039428.11	ENSMUST00000041968.10	70731
chr7	89324101	89324480	380	*	Intron (ENSMUST00000041968.10/ENSMUSG00000039428.11, intron 1 of 14)	7	89139714	89338787	199074	2	ENSMUSG00000039428.11	ENSMUST00000041968.10	14307
chr7	89338168	89338412	245	*	Promoter (<=1kb)	7	89338370	89346288	7919	1	ENSMUSG00000109327.1	ENSMUST00000207056.1	0
chr7	90842118	90842316	199	*	Intron (ENSMUST00000231777.2/ENSMUSG00000052572.19, intron 4 of 27)	7	90477231	92449247	1972017	1	ENSMUSG00000052572.19	ENSMUST00000231777.2	364887
chr7	90887333	90887496	164	*	Exon (ENSMUST00000208630.1/ENSMUSG00000109125.1, exon 1 of 2)	7	90477231	92449247	1972017	1	ENSMUSG00000052572.19	ENSMUST00000231777.2	410102
chr7	91088953	91089847	895	*	Intron (ENSMUST00000231777.2/ENSMUSG00000052572.19, intron 6 of 27)	7	90477231	92449247	1972017	1	ENSMUSG00000052572.19	ENSMUST00000231777.2	611722
chr7	91092145	91092393	249	*	Intron (ENSMUST00000231777.2/ENSMUSG00000052572.19, intron 6 of 27)	7	90477231	92449247	1972017	1	ENSMUSG00000052572.19	ENSMUST00000231777.2	614914
chr7	91196507	91196706	200	*	Intron (ENSMUST00000231777.2/ENSMUSG00000052572.19, intron 6 of 27)	7	90477231	92449247	1972017	1	ENSMUSG00000052572.19	ENSMUST00000231777.2	719276
chr7	91419790	91420865	1076	*	Intron (ENSMUST00000231777.2/ENSMUSG00000052572.19, intron 6 of 27)	7	90477231	92449247	1972017	1	ENSMUSG00000052572.19	ENSMUST00000231777.2	942559
chr7	91486338	91486638	301	*	Intron (ENSMUST00000231777.2/ENSMUSG00000052572.19, intron 7 of 27)	7	90477231	92449247	1972017	1	ENSMUSG00000052572.19	ENSMUST00000231777.2	1009107
chr7	91514136	91514354	219	*	Intron (ENSMUST00000231777.2/ENSMUSG00000052572.19, intron 7 of 27)	7	90477231	92449247	1972017	1	ENSMUSG00000052572.19	ENSMUST00000231777.2	1036905
chr7	91806731	91807782	1052	*	Intron (ENSMUST00000231777.2/ENSMUSG00000052572.19, intron 8 of 27)	7	90477231	92449247	1972017	1	ENSMUSG00000052572.19	ENSMUST00000231777.2	1329500
chr7	92033597	92033757	161	*	Intron (ENSMUST00000231777.2/ENSMUSG00000052572.19, intron 15 of 27)	7	90477231	92449247	1972017	1	ENSMUSG00000052572.19	ENSMUST00000231777.2	1556366
chr7	96214140	96214297	158	*	Intron (ENSMUST00000107162.7/ENSMUSG00000048078.16, intron 1 of 32)	7	96171246	96908569	737324	1	ENSMUSG00000048078.16	ENSMUST00000107162.7	42894
chr7	98417877	98419486	1610	*	Promoter (2-3kb)	7	98388091	98415624	27534	2	ENSMUSG00000108449.1	ENSMUST00000206249.1	-2253
chr7	99046282	99047277	996	*	Intron (ENSMUST00000037968.9/ENSMUSG00000035354.9, intron 6 of 14)	7	98885021	99141141	256121	2	ENSMUSG00000035354.9	ENSMUST00000037968.9	93864
chr7	99050608	99050757	150	*	Intron (ENSMUST00000037968.9/ENSMUSG00000035354.9, intron 6 of 14)	7	98885021	99141141	256121	2	ENSMUSG00000035354.9	ENSMUST00000037968.9	90384
chr7	99294912	99295835	924	*	Intron (ENSMUST00000068973.10/ENSMUSG00000055407.14, intron 1 of 3)	7	99267447	99337136	69690	1	ENSMUSG00000055407.14	ENSMUST00000068973.10	27465
chr7	99964536	99965868	1333	*	Promoter (<=1kb)	7	99935278	99965734	30457	2	ENSMUSG00000058761.5	ENSMUST00000174264.1	0
chr7	100816237	100816400	164	*	Intron (ENSMUST00000107042.8/ENSMUSG00000029461.17, intron 3 of 8)	7	100706635	100841381	134747	1	ENSMUSG00000029461.17	ENSMUST00000107042.8	109602
chr7	101108836	101109026	191	*	Promoter (<=1kb)	7	101108880	101191778	82899	1	ENSMUSG00000030691.15	ENSMUST00000142727.1	0
chr7	101174648	101174890	243	*	Intron (ENSMUST00000208439.1/ENSMUSG00000030691.15, intron 3 of 6)	7	101092863	101196903	104041	1	ENSMUSG00000030691.15	ENSMUST00000208439.1	81785
chr7	101972052	101972273	222	*	Intron (ENSMUST00000209639.1/ENSMUSG00000066306.13, intron 1 of 13)	7	101934111	101999689	65579	1	ENSMUSG00000066306.13	ENSMUST00000209639.1	37941
chr7	105568578	105569790	1213	*	Promoter (<=1kb)	7	105558484	105568777	10294	2	ENSMUSG00000037032.16	ENSMUST00000188368.6	0
chr7	107504332	107504509	178	*	3' UTR	7	107370790	107548653	177864	1	ENSMUSG00000062542.11	ENSMUST00000130414.7	133542
chr7	109165639	109166941	1303	*	Intron (ENSMUST00000036992.8/ENSMUSG00000036111.8, intron 1 of 3)	7	109138572	109170519	31948	2	ENSMUSG00000036111.8	ENSMUST00000036992.8	3578
chr7	109319230	109319444	215	*	Intron (ENSMUST00000121748.7/ENSMUSG00000031027.15, intron 11 of 12)	7	109279223	109438817	159595	2	ENSMUSG00000031027.15	ENSMUST00000121748.7	119373
chr7	109493405	109493592	188	*	Promoter (<=1kb)	7	109449006	109493738	44733	2	ENSMUSG00000031026.15	ENSMUST00000106739.7	146
chr7	109616189	109616415	227	*	Promoter (<=1kb)	7	109537747	109616391	78645	2	ENSMUSG00000031024.13	ENSMUST00000208557.1	0
chr7	109958852	109959056	205	*	Promoter (1-2kb)	7	109893780	109960400	66621	2	ENSMUSG00000035901.14	ENSMUST00000106722.1	1344
chr7	112680440	112680601	162	*	Promoter (1-2kb)	7	112679318	112899459	220142	1	ENSMUSG00000055320.18	ENSMUST00000084705.12	1122
chr7	113259929	113260143	215	*	Intron (ENSMUST00000047321.8/ENSMUSG00000055116.8, intron 2 of 19)	7	113207465	113314126	106662	1	ENSMUSG00000055116.8	ENSMUST00000047321.8	52464
chr7	113346813	113347842	1030	*	Promoter (<=1kb)	7	113315626	113347285	31660	2	ENSMUSG00000038187.14	ENSMUST00000117577.7	0
chr7	115826254	115826454	201	*	Intron (ENSMUST00000206034.1/ENSMUSG00000051910.13, intron 2 of 15)	7	115470872	116031047	560176	2	ENSMUSG00000051910.13	ENSMUST00000206034.1	204593
chr7	115865628	115866016	389	*	Intron (ENSMUST00000206034.1/ENSMUSG00000051910.13, intron 2 of 15)	7	115470872	116031047	560176	2	ENSMUSG00000051910.13	ENSMUST00000206034.1	165031
chr7	116029620	116029857	238	*	Promoter (1-2kb)	7	115470872	116031047	560176	2	ENSMUSG00000051910.13	ENSMUST00000206034.1	1190
chr7	116093487	116093715	229	*	Exon (ENSMUST00000032899.11/ENSMUSG00000030663.12, exon 1 of 5)	7	116039397	116101991	62595	1	ENSMUSG00000030663.12	ENSMUST00000205427.1	54090
chr7	116123953	116124125	173	*	3' UTR	7	116123485	116237812	114328	2	ENSMUSG00000045659.18	ENSMUST00000182834.7	113687
chr7	117462395	117462736	342	*	Intron (ENSMUST00000160035.7/ENSMUSG00000030657.11, intron 1 of 6)	7	117380979	117635185	254207	1	ENSMUSG00000030657.11	ENSMUST00000160035.7	81416
chr7	117472587	117472779	193	*	Intron (ENSMUST00000160035.7/ENSMUSG00000030657.11, intron 1 of 6)	7	117380979	117635185	254207	1	ENSMUSG00000030657.11	ENSMUST00000160035.7	91608
chr7	118958998	118959224	227	*	Intron (ENSMUST00000098087.8/ENSMUSG00000073856.11, intron 8 of 8)	7	118855775	118972120	116346	1	ENSMUSG00000073856.11	ENSMUST00000098087.8	103223
chr7	118993702	118993892	191	*	Promoter (1-2kb)	7	118972047	118995211	23165	2	ENSMUSG00000008734.9	ENSMUST00000008878.9	1319
chr7	122389497	122389652	156	*	Intron (ENSMUST00000143692.7/ENSMUSG00000052889.11, intron 2 of 17)	7	122288751	122634399	345649	1	ENSMUSG00000052889.11	ENSMUST00000143692.7	100746
chr7	122969605	122969853	249	*	Exon (ENSMUST00000205998.1/ENSMUSG00000108452.1, exon 1 of 1)	7	122965686	122976008	10323	1	ENSMUSG00000030779.16	ENSMUST00000148880.1	3919
chr7	126501474	126502002	529	*	Promoter (1-2kb)	7	126491708	126503437	11730	2	ENSMUSG00000032637.15	ENSMUST00000040202.14	1435
chr7	126898438	126898644	207	*	Intron (ENSMUST00000119781.7/ENSMUSG00000060538.14, intron 2 of 6)	7	126886220	126922915	36696	2	ENSMUSG00000060538.14	ENSMUST00000119781.7	24271
chr7	127472068	127472320	253	*	Promoter (1-2kb)	7	127470371	127476759	6389	1	ENSMUSG00000030822.15	ENSMUST00000106292.7	1697
chr7	127777900	127778151	252	*	Promoter (1-2kb)	7	127776670	127800122	23453	1	ENSMUSG00000042308.14	ENSMUST00000047075.13	1230
chr7	127840744	127842537	1794	*	Promoter (<=1kb)	7	127841764	127849019	7256	1	ENSMUSG00000030805.14	ENSMUST00000033075.13	0
chr7	128622262	128622708	447	*	Intron (ENSMUST00000098007.10/ENSMUSG00000042105.18, intron 1 of 9)	7	128611328	128671622	60295	1	ENSMUSG00000042105.18	ENSMUST00000098007.10	10934
chr7	128671628	128672905	1278	*	Intron (ENSMUST00000043138.12/ENSMUSG00000042105.18, intron 9 of 19)	7	128611360	128696425	85066	1	ENSMUSG00000042105.18	ENSMUST00000043138.12	60268
chr7	128687603	128691967	4365	*	Promoter (<=1kb)	7	128688489	128693651	5163	1	ENSMUSG00000042105.18	ENSMUST00000202419.2	0
chr7	130215480	130215779	300	*	Intron (ENSMUST00000120187.8/ENSMUSG00000030849.18, intron 4 of 15)	7	130162451	130266263	103813	2	ENSMUSG00000030849.18	ENSMUST00000120187.8	50484
chr7	130262039	130262349	311	*	5' UTR	7	130162451	130266263	103813	2	ENSMUSG00000030849.18	ENSMUST00000120187.8	3914
chr7	130265950	130266196	247	*	Promoter (<=1kb)	7	130163709	130266191	102483	2	ENSMUSG00000030849.18	ENSMUST00000122054.7	0
chr7	130694244	130694395	152	*	Exon (ENSMUST00000208661.1/ENSMUSG00000030852.18, exon 1 of 1)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	2428955
chr7	131910250	131910443	194	*	Intron (ENSMUST00000124096.7/ENSMUSG00000030849.18, intron 2 of 6)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	1212907
chr7	132157440	132158036	597	*	Intron (ENSMUST00000124096.7/ENSMUSG00000030849.18, intron 2 of 6)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	965314
chr7	132159142	132159493	352	*	Intron (ENSMUST00000124096.7/ENSMUSG00000030849.18, intron 2 of 6)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	963857
chr7	132171133	132171771	639	*	Intron (ENSMUST00000124096.7/ENSMUSG00000030849.18, intron 2 of 6)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	951579
chr7	132174538	132174698	161	*	Intron (ENSMUST00000124096.7/ENSMUSG00000030849.18, intron 2 of 6)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	948652
chr7	132253326	132253613	288	*	Intron (ENSMUST00000124096.7/ENSMUSG00000030849.18, intron 2 of 6)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	869737
chr7	132265313	132265522	210	*	Intron (ENSMUST00000124096.7/ENSMUSG00000030849.18, intron 2 of 6)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	857828
chr7	132368779	132368965	187	*	Intron (ENSMUST00000124096.7/ENSMUSG00000030849.18, intron 2 of 6)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	754385
chr7	132806213	132806364	152	*	Intron (ENSMUST00000124096.7/ENSMUSG00000030849.18, intron 2 of 6)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	316986
chr7	132812185	132812371	187	*	Intron (ENSMUST00000124096.7/ENSMUSG00000030849.18, intron 2 of 6)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	310979
chr7	133121857	133122123	267	*	Promoter (1-2kb)	7	130162451	133123350	2960900	2	ENSMUSG00000030849.18	ENSMUST00000124096.7	1227
chr7	133793978	133794151	174	*	Intron (ENSMUST00000065359.11/ENSMUSG00000053111.13, intron 1 of 10)	7	133776861	133881532	104672	1	ENSMUSG00000053111.13	ENSMUST00000065359.11	17117
chr7	134196921	134197134	214	*	Intron (ENSMUST00000067680.10/ENSMUSG00000054555.11, intron 1 of 22)	7	133883199	134225097	341899	2	ENSMUSG00000054555.11	ENSMUST00000067680.10	27963
chr7	139849601	139851830	2230	*	Intron (ENSMUST00000026548.13/ENSMUSG00000025475.17, intron 5 of 7)	7	139834174	139878088	43915	1	ENSMUSG00000025475.17	ENSMUST00000026548.13	15427
chr7	141433746	141435373	1628	*	Promoter (<=1kb)	7	141429749	141434594	4846	2	ENSMUSG00000019082.18	ENSMUST00000106007.9	0
chr7	142386810	142387000	191	*	Promoter (1-2kb)	7	142375911	142388038	12128	2	ENSMUSG00000007891.16	ENSMUST00000151120.8	1038
chr7	143295457	143295861	405	*	Exon (ENSMUST00000185789.2/ENSMUSG00000101609.2, exon 1 of 1)	7	143107254	143427042	319789	1	ENSMUSG00000009545.14	ENSMUST00000009689.10	188203
chr7	144176729	144176887	159	*	Intron (ENSMUST00000105902.7/ENSMUSG00000037541.22, intron 10 of 22)	7	144001928	144424494	422567	1	ENSMUSG00000037541.22	ENSMUST00000105902.7	174801
chr7	144238018	144239257	1240	*	Promoter (<=1kb)	7	144238725	144421591	182867	1	ENSMUSG00000037541.22	ENSMUST00000239495.1	0
chr7	144416843	144418287	1445	*	Promoter (<=1kb)	7	144417825	144420664	2840	1	ENSMUSG00000037541.22	ENSMUST00000136979.1	0
chr7	144468878	144469126	249	*	Promoter (1-2kb)	7	144435733	144470745	35013	2	ENSMUSG00000031078.15	ENSMUST00000033407.12	1619
chr8	3395000	3395191	192	*	Intron (ENSMUST00000239102.1/ENSMUSG00000004568.13, intron 10 of 28)	8	3353437	3456601	103165	1	ENSMUSG00000004568.13	ENSMUST00000239102.1	41563
chr8	4678220	4679029	810	*	Promoter (<=1kb)	8	4677539	4678365	827	2	ENSMUSG00000048484.4	ENSMUST00000058918.4	0
chr8	8656623	8656772	150	*	Intron (ENSMUST00000001319.14/ENSMUSG00000001300.16, intron 1 of 4)	8	8617434	8661242	43809	2	ENSMUSG00000001300.16	ENSMUST00000001319.14	4470
chr8	8657908	8658094	187	*	Intron (ENSMUST00000001319.14/ENSMUSG00000001300.16, intron 1 of 4)	8	8617434	8661242	43809	2	ENSMUSG00000001300.16	ENSMUST00000001319.14	3148
chr8	8688973	8689170	198	*	Promoter (1-2kb)	8	8665075	8690521	25447	2	ENSMUSG00000040459.11	ENSMUST00000048545.9	1351
chr8	10452015	10452212	198	*	Intron (ENSMUST00000207477.1/ENSMUSG00000039057.11, intron 20 of 34)	8	10153968	10634742	480775	1	ENSMUSG00000039057.11	ENSMUST00000207477.1	298047
chr8	10534604	10535569	966	*	Intron (ENSMUST00000207477.1/ENSMUSG00000039057.11, intron 28 of 34)	8	10153968	10634742	480775	1	ENSMUSG00000039057.11	ENSMUST00000207477.1	380636
chr8	10544267	10544505	239	*	Intron (ENSMUST00000207477.1/ENSMUSG00000039057.11, intron 28 of 34)	8	10153968	10634742	480775	1	ENSMUSG00000039057.11	ENSMUST00000207477.1	390299
chr8	11757941	11758544	604	*	Promoter (<=1kb)	8	11758317	11786215	27899	1	ENSMUSG00000031511.16	ENSMUST00000209686.1	0
chr8	11801571	11801756	186	*	Intron (ENSMUST00000110909.8/ENSMUSG00000031511.16, intron 8 of 18)	8	11728105	11827149	99045	1	ENSMUSG00000031511.16	ENSMUST00000110909.8	73466
chr8	13453716	13453932	217	*	Intron (ENSMUST00000211356.1/ENSMUSG00000038457.17, intron 3 of 6)	8	13435189	13468473	33285	1	ENSMUSG00000038457.17	ENSMUST00000211356.1	18527
chr8	14381267	14381470	204	*	Intron (ENSMUST00000152652.7/ENSMUSG00000047495.15, intron 2 of 14)	8	14095865	14847108	751244	1	ENSMUSG00000047495.15	ENSMUST00000152652.7	285402
chr8	14888167	14888416	250	*	5' UTR	8	14881335	14894716	13382	1	ENSMUSG00000026317.7	ENSMUST00000132001.1	6832
chr8	15628208	15629166	959	*	Intron (ENSMUST00000211080.1/ENSMUSG00000110217.1, intron 1 of 2)	8	15584723	15670425	85703	1	ENSMUSG00000110217.1	ENSMUST00000211080.1	43485
chr8	15665469	15666427	959	*	Intron (ENSMUST00000211080.1/ENSMUSG00000110217.1, intron 2 of 2)	8	15584723	15670425	85703	1	ENSMUSG00000110217.1	ENSMUST00000211080.1	80746
chr8	16057158	16057426	269	*	Intron (ENSMUST00000082104.6/ENSMUSG00000060924.15, intron 37 of 69)	8	15892537	17535281	1642745	2	ENSMUSG00000060924.15	ENSMUST00000082104.6	1477855
chr8	16642246	16642401	156	*	Intron (ENSMUST00000082104.6/ENSMUSG00000060924.15, intron 5 of 69)	8	15892537	17535281	1642745	2	ENSMUSG00000060924.15	ENSMUST00000082104.6	892880
chr8	22807146	22809151	2006	*	Promoter (<=1kb)	8	22808275	22808732	458	1	ENSMUSG00000054822.5	ENSMUST00000068068.4	0
chr8	24055630	24056062	433	*	Intron (ENSMUST00000042352.10/ENSMUSG00000037492.16, intron 6 of 6)	8	23669658	24063105	393448	1	ENSMUSG00000037492.16	ENSMUST00000042352.10	385972
chr8	25201432	25201693	262	*	Promoter (<=1kb)	8	25154552	25201449	46898	2	ENSMUSG00000065954.11	ENSMUST00000084512.10	0
chr8	25465174	25465402	229	*	Intron (ENSMUST00000211266.1/ENSMUSG00000110063.1, intron 1 of 2)	8	25463677	25487585	23909	2	ENSMUSG00000110063.1	ENSMUST00000211266.1	22183
chr8	25518793	25519084	292	*	Promoter (<=1kb)	8	25518795	25574781	55987	1	ENSMUSG00000031565.18	ENSMUST00000117179.8	0
chr8	25521197	25521381	185	*	Intron (ENSMUST00000155564.7/ENSMUSG00000031565.18, intron 2 of 3)	8	25513654	25555568	41915	1	ENSMUSG00000031565.18	ENSMUST00000155564.7	7543
chr8	25537484	25537659	176	*	Intron (ENSMUST00000155564.7/ENSMUSG00000031565.18, intron 3 of 3)	8	25513654	25555568	41915	1	ENSMUSG00000031565.18	ENSMUST00000155564.7	23830
chr8	25603659	25603934	276	*	Promoter (2-3kb)	8	25601601	25677214	75614	1	ENSMUSG00000054823.16	ENSMUST00000155861.7	2058
chr8	27261431	27261676	246	*	Promoter (1-2kb)	8	27260329	27276674	16346	1	ENSMUSG00000031490.6	ENSMUST00000033880.6	1102
chr8	32009253	32009440	188	*	Promoter (<=1kb)	8	31814551	32009540	194990	2	ENSMUSG00000062991.9	ENSMUST00000207470.2	100
chr8	32292768	32292969	202	*	Promoter (<=1kb)	8	31849311	32292913	443603	2	ENSMUSG00000062991.9	ENSMUST00000238824.1	0
chr8	33320115	33320441	327	*	Intron (ENSMUST00000033991.12/ENSMUSG00000031583.13, intron 11 of 33)	8	33234384	33385527	151144	2	ENSMUSG00000031583.13	ENSMUST00000033991.12	65086
chr8	33600865	33601148	284	*	Promoter (1-2kb)	8	33599625	33619441	19817	1	ENSMUSG00000009630.10	ENSMUST00000009774.10	1240
chr8	33653552	33653769	218	*	Promoter (1-2kb)	8	33652523	33674199	21677	1	ENSMUSG00000031584.16	ENSMUST00000154745.7	1029
chr8	34890104	34890635	532	*	Promoter (<=1kb)	8	34831571	34890151	58581	2	ENSMUSG00000031529.5	ENSMUST00000209904.1	0
chr8	35604776	35605054	279	*	Intron (ENSMUST00000037666.5/ENSMUSG00000070056.6, intron 1 of 2)	8	35587798	35679449	91652	1	ENSMUSG00000070056.6	ENSMUST00000037666.5	16978
chr8	35661871	35662405	535	*	Intron (ENSMUST00000037666.5/ENSMUSG00000070056.6, intron 1 of 2)	8	35587798	35679449	91652	1	ENSMUSG00000070056.6	ENSMUST00000037666.5	74073
chr8	40331727	40331979	253	*	Intron (ENSMUST00000068999.13/ENSMUSG00000039478.15, intron 1 of 14)	8	40307458	40384662	77205	1	ENSMUSG00000039478.15	ENSMUST00000068999.13	24269
chr8	40427550	40427749	200	*	Intron (ENSMUST00000049389.10/ENSMUSG00000039470.15, intron 1 of 12)	8	40423815	40485725	61911	1	ENSMUSG00000039470.15	ENSMUST00000049389.10	3735
chr8	40895112	40895323	212	*	Intron (ENSMUST00000098816.9/ENSMUSG00000031596.15, intron 1 of 11)	8	40862396	40918056	55661	1	ENSMUSG00000031596.15	ENSMUST00000098816.9	32716
chr8	44937395	44938480	1086	*	Promoter (1-2kb)	8	44935447	45052257	116811	1	ENSMUSG00000070047.14	ENSMUST00000191428.6	1948
chr8	45627181	45629212	2032	*	Promoter (<=1kb)	8	45627739	45745829	118091	1	ENSMUSG00000031626.18	ENSMUST00000145458.8	0
chr8	46740799	46740965	167	*	Promoter (1-2kb)	8	46739732	46847458	107727	1	ENSMUSG00000031627.9	ENSMUST00000034041.8	1067
chr8	47244441	47245128	688	*	Intron (ENSMUST00000079195.5/ENSMUSG00000038143.16, intron 1 of 3)	8	47180048	47289402	109355	2	ENSMUSG00000038143.16	ENSMUST00000079195.5	44274
chr8	47285102	47289310	4209	*	Promoter (<=1kb)	8	47180048	47289402	109355	2	ENSMUSG00000038143.16	ENSMUST00000079195.5	92
chr8	48473865	48474031	167	*	Intron (ENSMUST00000033965.13/ENSMUSG00000031561.16, intron 2 of 28)	8	48227682	48674690	447009	2	ENSMUSG00000031561.16	ENSMUST00000033965.13	200659
chr8	48511558	48512202	645	*	Intron (ENSMUST00000033965.13/ENSMUSG00000031561.16, intron 2 of 28)	8	48227682	48674690	447009	2	ENSMUSG00000031561.16	ENSMUST00000033965.13	162488
chr8	48530833	48531084	252	*	Intron (ENSMUST00000033965.13/ENSMUSG00000031561.16, intron 2 of 28)	8	48227682	48674690	447009	2	ENSMUSG00000031561.16	ENSMUST00000033965.13	143606
chr8	48552451	48555319	2869	*	Promoter (<=1kb)	8	48335193	48555313	220121	2	ENSMUSG00000031561.16	ENSMUST00000110346.8	0
chr8	48556578	48556803	226	*	Intron (ENSMUST00000033965.13/ENSMUSG00000031561.16, intron 2 of 28)	8	48227682	48674690	447009	2	ENSMUSG00000031561.16	ENSMUST00000033965.13	117887
chr8	50915891	50916076	186	*	Promoter (<=1kb)	8	50743291	50916997	173707	2	ENSMUSG00000110246.1	ENSMUST00000210222.1	921
chr8	54875802	54877089	1288	*	Intron (ENSMUST00000176866.7/ENSMUSG00000039375.16, intron 2 of 4)	8	54693231	54887150	193920	2	ENSMUSG00000039375.16	ENSMUST00000176866.7	10061
chr8	54959570	54959975	406	*	Promoter (<=1kb)	8	54959819	54961193	1375	1	ENSMUSG00000110342.1	ENSMUST00000210377.1	0
chr8	54961320	54962568	1249	*	Intron (ENSMUST00000033915.8/ENSMUSG00000031517.8, intron 1 of 6)	8	54954843	55060871	106029	1	ENSMUSG00000031517.8	ENSMUST00000033915.8	6477
chr8	54994779	54994972	194	*	Intron (ENSMUST00000033915.8/ENSMUSG00000031517.8, intron 1 of 6)	8	54954843	55060871	106029	1	ENSMUSG00000031517.8	ENSMUST00000033915.8	39936
chr8	61288389	61289388	1000	*	Promoter (<=1kb)	8	61281522	61288872	7351	2	ENSMUSG00000099419.1	ENSMUST00000188654.1	0
chr8	64643983	64644141	159	*	Intron (ENSMUST00000048967.8/ENSMUSG00000037852.8, intron 1 of 8)	8	64592542	64693054	100513	2	ENSMUSG00000037852.8	ENSMUST00000048967.8	48913
chr8	64659476	64659648	173	*	Intron (ENSMUST00000048967.8/ENSMUSG00000037852.8, intron 1 of 8)	8	64592542	64693054	100513	2	ENSMUSG00000037852.8	ENSMUST00000048967.8	33406
chr8	67818085	67818254	170	*	Promoter (<=1kb)	8	67711526	67818233	106708	2	ENSMUSG00000030465.19	ENSMUST00000059374.4	0
chr8	67974249	67974478	230	*	Promoter (<=1kb)	8	67689082	67974574	285493	2	ENSMUSG00000030465.19	ENSMUST00000038959.15	96
chr8	68033686	68033933	248	*	Intron (ENSMUST00000212505.1/ENSMUSG00000030465.19, intron 1 of 15)	8	67696890	68062227	365338	2	ENSMUSG00000030465.19	ENSMUST00000212505.1	28294
